"Data","À vista R$","À vista US$","inx"
"31/08/2021","1084.23","209.51","914"
"01/09/2021","1100.25","212.65","915"
"02/09/2021","1089.49","210.12","916"
"03/09/2021","1081.27","208.58","917"
"06/09/2021","1082.64","209.20","918"
"08/09/2021","1083.73","203.98","919"
"09/09/2021","1069.14","201.46","920"
"10/09/2021","1073.90","203.93","921"
"13/09/2021","1068.28","204.22","922"
"14/09/2021","1063.09","202.07","923"
"15/09/2021","1068.05","203.75","924"
"16/09/2021","1070.42","202.92","925"
"17/09/2021","1074.55","203.40","926"
"20/09/2021","1062.73","198.60","927"
"21/09/2021","1063.40","201.33","928"
"22/09/2021","1069.03","201.67","929"
"23/09/2021","1089.12","205.18","930"
"24/09/2021","1111.63","207.94","931"
"27/09/2021","1105.09","205.41","932"
"28/09/2021","1146.61","211.16","933"
"29/09/2021","1130.48","208.35","934"
"30/09/2021","1136.94","209.11","935"
"01/10/2021","1183.07","220.60","936"
"04/10/2021","1180.95","216.61","937"
"05/10/2021","1149.79","210.24","938"
"06/10/2021","1159.92","211.36","939"
"07/10/2021","1180.51","214.52","940"
"08/10/2021","1199.28","217.66","941"
"11/10/2021","1204.12","217.67","942"
"13/10/2021","1228.44","222.91","943"
"14/10/2021","1242.78","225.14","944"
"15/10/2021","1233.94","226.00","945"
"18/10/2021","1223.91","221.96","946"
"19/10/2021","1243.54","222.58","947"
"20/10/2021","1250.02","225.35","948"
"21/10/2021","1257.20","222.36","949"
"22/10/2021","1246.22","220.96","950"
"25/10/2021","1247.88","225.01","951"
"26/10/2021","1270.07","228.14","952"
"27/10/2021","1246.21","223.74","953"
"28/10/2021","1239.91","220.31","954"
"29/10/2021","1256.27","222.43","955"
"01/11/2021","1286.73","226.90","956"
"03/11/2021","1284.27","229.54","957"
"04/11/2021","1282.15","228.34","958"
"05/11/2021","1265.50","229.67","959"
"08/11/2021","1254.32","226.04","960"
"09/11/2021","1258.03","229.44","961"
"10/11/2021","1256.09","228.59","962"
"11/11/2021","1274.18","236.05","963"
"12/11/2021","1307.85","239.75","964"
"16/11/2021","1322.11","240.73","965"
"17/11/2021","1359.78","246.07","966"
"18/11/2021","1367.45","245.55","967"
"19/11/2021","1392.66","248.51","968"
"22/11/2021","1382.69","247.35","969"
"23/11/2021","1435.66","256.00","970"
"24/11/2021","1456.43","260.40","971"
"25/11/2021","1466.92","263.69","972"
"26/11/2021","1457.25","260.22","973"
"29/11/2021","1424.40","253.68","974"
"30/11/2021","1420.09","251.48","975"
"01/12/2021","1421.20","250.87","976"
"02/12/2021","1439.13","254.62","977"
"03/12/2021","1471.19","259.15","978"
"06/12/2021","1487.58","261.62","979"
"07/12/2021","1479.74","263.39","980"
"08/12/2021","1478.12","266.90","981"
"09/12/2021","1471.59","263.73","982"
"10/12/2021","1435.60","255.76","983"
"13/12/2021","1457.28","256.88","984"
"14/12/2021","1453.75","255.45","985"
"15/12/2021","1463.61","255.74","986"
"16/12/2021","1461.28","257.49","987"
"17/12/2021","1459.85","256.92","988"
"20/12/2021","1432.67","249.68","989"
"21/12/2021","1441.82","251.32","990"
"22/12/2021","1457.17","257.00","991"
"23/12/2021","1447.66","255.64","992"
"27/12/2021","1434.07","254.45","993"
"28/12/2021","1430.05","253.69","994"
"29/12/2021","1440.31","252.95","995"
"30/12/2021","1431.58","256.79","996"
"03/01/2022","1414.57","249.88","997"
"04/01/2022","1454.67","255.79","998"
"05/01/2022","1453.35","256.64","999"
"06/01/2022","1466.69","257.95","1000"
"07/01/2022","1493.73","265.18","1001"
"10/01/2022","1483.95","261.63","1002"
"11/01/2022","1481.83","265.61","1003"
"12/01/2022","1502.91","271.53","1004"
"13/01/2022","1495.12","270.90","1005"
"14/01/2022","1498.14","271.30","1006"
"17/01/2022","1495.99","270.82","1007"
"18/01/2022","1498.35","269.68","1008"
"19/01/2022","1509.95","276.35","1009"
"20/01/2022","1507.84","278.66","1010"
"21/01/2022","1487.18","272.53","1011"
"24/01/2022","1479.77","268.90","1012"
"25/01/2022","1494.27","274.68","1013"
"26/01/2022","1493.25","276.17","1014"
"27/01/2022","1467.33","270.38","1015"
"28/01/2022","1481.14","274.64","1016"
"31/01/2022","1474.34","278.02","1017"
"01/02/2022","1476.50","280.17","1018"
"02/02/2022","1477.38","279.54","1019"
"03/02/2022","1491.62","281.81","1020"
"04/02/2022","1491.20","279.98","1021"
"07/02/2022","1482.26","281.80","1022"
"08/02/2022","1510.30","287.40","1023"
"09/02/2022","1555.19","297.93","1024"
"10/02/2022","1535.38","293.80","1025"
"11/02/2022","1519.43","290.74","1026"
"14/02/2022","1504.86","288.45","1027"
"15/02/2022","1499.37","289.40","1028"
"16/02/2022","1498.45","292.21","1029"
"17/02/2022","1495.22","289.27","1030"
"18/02/2022","1466.51","285.43","1031"
"21/02/2022","1462.04","286.34","1032"
"22/02/2022","1453.13","286.90","1033"
"23/02/2022","1442.80","288.39","1034"
"24/02/2022","1425.53","278.59","1035"
"25/02/2022","1434.43","278.80","1036"
"02/03/2022","1384.52","270.94","1037"
"03/03/2022","1330.63","264.85","1038"
"04/03/2022","1325.98","261.07","1039"
"07/03/2022","1318.18","259.54","1040"
"08/03/2022","1344.06","265.83","1041"
"09/03/2022","1331.86","265.79","1042"
"10/03/2022","1306.51","260.37","1043"
"11/03/2022","1305.56","258.42","1044"
"14/03/2022","1291.12","251.73","1045"
"15/03/2022","1262.07","244.87","1046"
"16/03/2022","1276.74","250.10","1047"
"17/03/2022","1266.57","251.40","1048"
"18/03/2022","1278.09","254.90","1049"
"21/03/2022","1287.25","259.95","1050"
"22/03/2022","1276.97","259.60","1051"
"23/03/2022","1272.51","263.02","1052"
"24/03/2022","1259.80","260.99","1053"
"25/03/2022","1257.06","264.59","1054"
"28/03/2022","1210.76","253.83","1055"
"29/03/2022","1202.21","252.51","1056"
"30/03/2022","1224.94","256.16","1057"
"31/03/2022","1243.64","261.21","1058"
"01/04/2022","1245.32","266.72","1059"
"04/04/2022","1247.37","270.46","1060"
"05/04/2022","1249.98","268.41","1061"
"06/04/2022","1246.26","264.04","1062"
"07/04/2022","1245.39","262.46","1063"
"08/04/2022","1271.49","270.24","1064"
"11/04/2022","1287.36","274.90","1065"
"12/04/2022","1278.00","273.19","1066"
"13/04/2022","1249.28","266.60","1067"
"14/04/2022","1240.14","264.31","1068"
"18/04/2022","1237.41","265.65","1069"
"19/04/2022","1233.88","264.04","1070"
"20/04/2022","1213.90","262.46","1071"
"22/04/2022","1243.89","259.31","1072"
"25/04/2022","1247.91","256.09","1073"
"26/04/2022","1262.09","252.92","1074"
"27/04/2022","1248.52","251.51","1075"
"28/04/2022","1259.76","255.12","1076"
"29/04/2022","1267.35","256.13","1077"
"02/05/2022","1254.70","247.62","1078"
"03/05/2022","1263.55","254.49","1079"
"04/05/2022","1267.30","258.05","1080"
"05/05/2022","1263.65","251.27","1081"
"06/05/2022","1244.41","245.30","1082"
"09/05/2022","1231.77","238.90","1083"
"10/05/2022","1224.78","238.98","1084"
"11/05/2022","1287.69","250.62","1085"
"12/05/2022","1271.64","247.11","1086"
"13/05/2022","1259.80","249.27","1087"
"16/05/2022","1307.93","259.25","1088"
"17/05/2022","1308.24","264.72","1089"
"18/05/2022","1278.19","256.31","1090"
"19/05/2022","1259.53","256.31","1091"
"20/05/2022","1245.75","255.85","1092"
"23/05/2022","1229.41","255.44","1093"
"24/05/2022","1218.65","252.78","1094"
"25/05/2022","1234.47","256.59","1095"
"26/05/2022","1269.38","266.62","1096"
"27/05/2022","1276.44","269.41","1097"
"30/05/2022","1273.45","268.04","1098"
"31/05/2022","1273.07","267.96","1099"
